train_cost,test_cost,train_effeciency,test_efficiency
9.49334,22.7491,0.991928,0.824268
9.49315,22.7486,0.991928,0.824268
9.49296,22.7482,0.991928,0.824268
9.49276,22.7478,0.991928,0.824268
9.49257,22.7474,0.991928,0.824268
9.49237,22.747,0.991928,0.824268
9.49218,22.7466,0.991928,0.824268
9.49199,22.7462,0.991928,0.824268
9.49179,22.7458,0.991928,0.824268
9.4916,22.7453,0.991928,0.824268
9.49141,22.7449,0.991928,0.824268
9.49121,22.7445,0.991928,0.824268
9.49102,22.7441,0.991928,0.824268
9.49082,22.7437,0.991928,0.824268
9.49063,22.7433,0.991928,0.824268
9.49044,22.7429,0.991928,0.824268
9.49024,22.7425,0.991928,0.824268
9.49005,22.7421,0.991928,0.824268
9.48986,22.7416,0.991928,0.824268
9.48966,22.7412,0.991928,0.824268
9.48947,22.7408,0.991928,0.824268
9.48928,22.7404,0.991928,0.824268
9.48908,22.74,0.991928,0.824268
9.48889,22.7396,0.991928,0.824268
9.4887,22.7392,0.991928,0.824268
9.4885,22.7388,0.991928,0.824268
9.48831,22.7384,0.991928,0.824268
9.48811,22.7379,0.991928,0.824268
9.48792,22.7375,0.991928,0.824268
9.48773,22.7371,0.991928,0.824268
9.48753,22.7367,0.991928,0.824268
9.48734,22.7363,0.991928,0.824268
9.48715,22.7359,0.991928,0.824268
9.48695,22.7355,0.991928,0.824268
9.48676,22.7351,0.991928,0.824268
9.48657,22.7346,0.991928,0.824268
9.48637,22.7342,0.991928,0.824268
9.48618,22.7338,0.991928,0.824268
9.48599,22.7334,0.991928,0.824268
9.48579,22.733,0.991928,0.824268
9.4856,22.7326,0.991928,0.824268
9.48541,22.7322,0.991928,0.824268
9.48521,22.7318,0.991928,0.824268
9.48502,22.7314,0.991928,0.824268
9.48483,22.7309,0.991928,0.824268
9.48463,22.7305,0.991928,0.824268
9.48444,22.7301,0.991928,0.824268
9.48425,22.7297,0.991928,0.824268
9.48405,22.7293,0.991928,0.824268
9.48386,22.7289,0.991928,0.824268
9.48367,22.7285,0.991928,0.824268
9.48347,22.7281,0.991928,0.824268
9.48328,22.7277,0.991928,0.824268
9.48309,22.7272,0.991928,0.824268
9.48289,22.7268,0.991928,0.824268
9.4827,22.7264,0.991928,0.824268
9.48251,22.726,0.991928,0.824268
9.48232,22.7256,0.991928,0.824268
9.48212,22.7252,0.991928,0.824268
9.48193,22.7248,0.991928,0.824268
9.48174,22.7244,0.991928,0.824268
9.48154,22.724,0.991928,0.824268
9.48135,22.7236,0.991928,0.824268
9.48116,22.7231,0.991928,0.824268
9.48096,22.7227,0.991928,0.824268
9.48077,22.7223,0.991928,0.824268
9.48058,22.7219,0.991928,0.824268
9.48038,22.7215,0.991928,0.824268
9.48019,22.7211,0.991928,0.824268
9.48,22.7207,0.991928,0.824268
9.47981,22.7203,0.991928,0.824268
9.47961,22.7199,0.991928,0.824268
9.47942,22.7194,0.991928,0.824268
9.47923,22.719,0.991928,0.824268
9.47903,22.7186,0.991928,0.824268
9.47884,22.7182,0.991928,0.824268
9.47865,22.7178,0.991928,0.824268
9.47845,22.7174,0.991928,0.824268
9.47826,22.717,0.991928,0.824268
9.47807,22.7166,0.991928,0.824268
9.47788,22.7162,0.991928,0.824268
9.47768,22.7157,0.991928,0.824268
9.47749,22.7153,0.991928,0.824268
9.4773,22.7149,0.991928,0.824268
9.4771,22.7145,0.991928,0.824268
9.47691,22.7141,0.991928,0.824268
9.47672,22.7137,0.991928,0.824268
9.47653,22.7133,0.991928,0.824268
9.47633,22.7129,0.991928,0.824268
9.47614,22.7125,0.991928,0.824268
9.47595,22.7121,0.991928,0.824268
9.47575,22.7116,0.991928,0.824268
9.47556,22.7112,0.991928,0.824268
9.47537,22.7108,0.991928,0.824268
9.47518,22.7104,0.991928,0.824268
9.47498,22.71,0.991928,0.824268
9.47479,22.7096,0.991928,0.824268
9.4746,22.7092,0.991928,0.824268
9.47441,22.7088,0.991928,0.824268
9.47421,22.7084,0.991928,0.824268
9.47402,22.7079,0.991928,0.824268
9.47383,22.7075,0.991928,0.824268
9.47364,22.7071,0.991928,0.824268
9.47344,22.7067,0.991928,0.824268
9.47325,22.7063,0.991928,0.824268
9.47306,22.7059,0.991928,0.824268
9.47286,22.7055,0.991928,0.824268
9.47267,22.7051,0.991928,0.824268
9.47248,22.7047,0.991928,0.824268
9.47229,22.7043,0.991928,0.824268
9.47209,22.7038,0.991928,0.824268
9.4719,22.7034,0.991928,0.824268
9.47171,22.703,0.991928,0.824268
9.47152,22.7026,0.991928,0.824268
9.47132,22.7022,0.991928,0.824268
9.47113,22.7018,0.991928,0.824268
9.47094,22.7014,0.991928,0.824268
9.47075,22.701,0.991928,0.824268
9.47055,22.7006,0.991928,0.824268
9.47036,22.7002,0.991928,0.824268
9.47017,22.6997,0.991928,0.824268
9.46998,22.6993,0.991928,0.824268
9.46978,22.6989,0.991928,0.824268
9.46959,22.6985,0.991928,0.824268
9.4694,22.6981,0.991928,0.824268
9.46921,22.6977,0.991928,0.824268
9.46901,22.6973,0.991928,0.824268
9.46882,22.6969,0.991928,0.824268
9.46863,22.6965,0.991928,0.824268
9.46844,22.6961,0.991928,0.824268
9.46825,22.6956,0.991928,0.824268
9.46805,22.6952,0.991928,0.824268
9.46786,22.6948,0.991928,0.824268
9.46767,22.6944,0.991928,0.824268
9.46748,22.694,0.991928,0.824268
9.46728,22.6936,0.991928,0.824268
9.46709,22.6932,0.991928,0.824268
9.4669,22.6928,0.991928,0.824268
9.46671,22.6924,0.991928,0.824268
9.46651,22.692,0.991928,0.824268
9.46632,22.6915,0.991928,0.824268
9.46613,22.6911,0.991928,0.824268
9.46594,22.6907,0.991928,0.824268
9.46575,22.6903,0.991928,0.824268
9.46555,22.6899,0.991928,0.824268
9.46536,22.6895,0.991928,0.824268
9.46517,22.6891,0.991928,0.824268
9.46498,22.6887,0.991928,0.824268
9.46479,22.6883,0.991928,0.824268
9.46459,22.6879,0.991928,0.824268
9.4644,22.6874,0.991928,0.824268
9.46421,22.687,0.991928,0.824268
9.46402,22.6866,0.991928,0.824268
9.46382,22.6862,0.991928,0.824268
9.46363,22.6858,0.991928,0.824268
9.46344,22.6854,0.991928,0.824268
9.46325,22.685,0.991928,0.824268
9.46306,22.6846,0.991928,0.824268
9.46286,22.6842,0.991928,0.824268
9.46267,22.6838,0.991928,0.824268
9.46248,22.6833,0.991928,0.824268
9.46229,22.6829,0.991928,0.824268
9.4621,22.6825,0.991928,0.824268
9.4619,22.6821,0.991928,0.824268
9.46171,22.6817,0.991928,0.824268
9.46152,22.6813,0.991928,0.824268
9.46133,22.6809,0.991928,0.824268
9.46114,22.6805,0.991928,0.824268
9.46094,22.6801,0.991928,0.824268
9.46075,22.6797,0.991928,0.824268
9.46056,22.6793,0.991928,0.824268
9.46037,22.6788,0.991928,0.824268
9.46018,22.6784,0.991928,0.824268
9.45999,22.678,0.991928,0.824268
9.45979,22.6776,0.991928,0.824268
9.4596,22.6772,0.991928,0.824268
9.45941,22.6768,0.991928,0.824268
9.45922,22.6764,0.991928,0.824268
9.45903,22.676,0.991928,0.824268
9.45883,22.6756,0.991928,0.824268
9.45864,22.6752,0.991928,0.824268
9.45845,22.6748,0.991928,0.824268
9.45826,22.6743,0.991928,0.824268
9.45807,22.6739,0.991928,0.824268
9.45788,22.6735,0.991928,0.824268
9.45768,22.6731,0.991928,0.824268
9.45749,22.6727,0.991928,0.824268
9.4573,22.6723,0.991928,0.824268
9.45711,22.6719,0.991928,0.824268
9.45692,22.6715,0.991928,0.824268
9.45673,22.6711,0.991928,0.824268
9.45653,22.6707,0.991928,0.824268
9.45634,22.6702,0.991928,0.824268
9.45615,22.6698,0.991928,0.824268
9.45596,22.6694,0.991928,0.824268
9.45577,22.669,0.991928,0.824268
9.45558,22.6686,0.991928,0.824268
9.45538,22.6682,0.991928,0.824268
9.45519,22.6678,0.991928,0.824268
9.455,22.6674,0.991928,0.824268
9.45481,22.667,0.991928,0.824268
9.45462,22.6666,0.991928,0.824268
9.45443,22.6662,0.991928,0.824268
9.45423,22.6658,0.991928,0.824268
9.45404,22.6653,0.991928,0.824268
9.45385,22.6649,0.991928,0.824268
9.45366,22.6645,0.991928,0.824268
9.45347,22.6641,0.991928,0.824268
9.45328,22.6637,0.991928,0.824268
9.45309,22.6633,0.991928,0.824268
9.45289,22.6629,0.991928,0.824268
9.4527,22.6625,0.991928,0.824268
9.45251,22.6621,0.991928,0.824268
9.45232,22.6617,0.991928,0.824268
9.45213,22.6613,0.991928,0.824268
9.45194,22.6608,0.991928,0.824268
9.45175,22.6604,0.991928,0.824268
9.45155,22.66,0.991928,0.824268
9.45136,22.6596,0.991928,0.824268
9.45117,22.6592,0.991928,0.824268
9.45098,22.6588,0.991928,0.824268
9.45079,22.6584,0.991928,0.824268
9.4506,22.658,0.991928,0.824268
9.45041,22.6576,0.991928,0.824268
9.45021,22.6572,0.991928,0.824268
9.45002,22.6568,0.991928,0.824268
9.44983,22.6563,0.991928,0.824268
9.44964,22.6559,0.991928,0.824268
9.44945,22.6555,0.991928,0.824268
9.44926,22.6551,0.991928,0.824268
9.44907,22.6547,0.991928,0.824268
9.44888,22.6543,0.991928,0.824268
9.44868,22.6539,0.991928,0.824268
9.44849,22.6535,0.991928,0.824268
9.4483,22.6531,0.991928,0.824268
9.44811,22.6527,0.991928,0.824268
9.44792,22.6523,0.991928,0.824268
9.44773,22.6519,0.991928,0.824268
9.44754,22.6514,0.991928,0.824268
9.44735,22.651,0.991928,0.824268
9.44715,22.6506,0.991928,0.824268
9.44696,22.6502,0.991928,0.824268
9.44677,22.6498,0.991928,0.824268
9.44658,22.6494,0.991928,0.824268
9.44639,22.649,0.991928,0.824268
9.4462,22.6486,0.991928,0.824268
9.44601,22.6482,0.991928,0.824268
9.44582,22.6478,0.991928,0.824268
9.44563,22.6474,0.991928,0.824268
9.44543,22.6469,0.991928,0.824268
9.44524,22.6465,0.991928,0.824268
9.44505,22.6461,0.991928,0.824268
9.44486,22.6457,0.991928,0.824268
9.44467,22.6453,0.991928,0.824268
9.44448,22.6449,0.991928,0.824268
9.44429,22.6445,0.991928,0.824268
9.4441,22.6441,0.991928,0.824268
9.44391,22.6437,0.991928,0.824268
9.44372,22.6433,0.991928,0.824268
9.44352,22.6429,0.991928,0.824268
9.44333,22.6425,0.991928,0.824268
9.44314,22.642,0.991928,0.824268
9.44295,22.6416,0.991928,0.824268
9.44276,22.6412,0.991928,0.824268
9.44257,22.6408,0.991928,0.824268
9.44238,22.6404,0.991928,0.824268
9.44219,22.64,0.991928,0.824268
9.442,22.6396,0.991928,0.824268
9.44181,22.6392,0.991928,0.824268
9.44162,22.6388,0.991928,0.824268
9.44143,22.6384,0.991928,0.824268
9.44123,22.638,0.991928,0.824268
9.44104,22.6376,0.991928,0.824268
9.44085,22.6372,0.991928,0.824268
9.44066,22.6367,0.991928,0.824268
9.44047,22.6363,0.991928,0.824268
9.44028,22.6359,0.991928,0.824268
9.44009,22.6355,0.991928,0.824268
9.4399,22.6351,0.991928,0.824268
9.43971,22.6347,0.991928,0.824268
9.43952,22.6343,0.991928,0.824268
9.43933,22.6339,0.991928,0.824268
9.43914,22.6335,0.991928,0.824268
9.43895,22.6331,0.991928,0.82636
9.43875,22.6327,0.991928,0.82636
9.43856,22.6323,0.991928,0.82636
9.43837,22.6318,0.991928,0.82636
9.43818,22.6314,0.991928,0.82636
9.43799,22.631,0.991928,0.82636
9.4378,22.6306,0.991928,0.82636
9.43761,22.6302,0.991928,0.82636
9.43742,22.6298,0.991928,0.82636
9.43723,22.6294,0.991928,0.82636
9.43704,22.629,0.991928,0.82636
9.43685,22.6286,0.991928,0.82636
9.43666,22.6282,0.991928,0.82636
9.43647,22.6278,0.991928,0.82636
9.43628,22.6274,0.991928,0.82636
9.43609,22.627,0.991928,0.82636
9.4359,22.6265,0.991928,0.82636
9.43571,22.6261,0.991928,0.82636
9.43551,22.6257,0.991928,0.82636
9.43532,22.6253,0.991928,0.82636
9.43513,22.6249,0.991928,0.82636
9.43494,22.6245,0.991928,0.82636
9.43475,22.6241,0.991928,0.82636
9.43456,22.6237,0.991928,0.82636
9.43437,22.6233,0.991928,0.82636
9.43418,22.6229,0.991928,0.82636
9.43399,22.6225,0.991928,0.82636
9.4338,22.6221,0.991928,0.82636
9.43361,22.6217,0.991928,0.82636
9.43342,22.6212,0.991928,0.82636
9.43323,22.6208,0.991928,0.82636
9.43304,22.6204,0.991928,0.82636
9.43285,22.62,0.991928,0.82636
9.43266,22.6196,0.991928,0.82636
9.43247,22.6192,0.991928,0.82636
9.43228,22.6188,0.991928,0.82636
9.43209,22.6184,0.991928,0.82636
9.4319,22.618,0.991928,0.82636
9.43171,22.6176,0.991928,0.82636
9.43152,22.6172,0.991928,0.82636
9.43133,22.6168,0.991928,0.82636
9.43114,22.6164,0.991928,0.82636
9.43095,22.6159,0.991928,0.82636
9.43076,22.6155,0.991928,0.82636
9.43057,22.6151,0.991928,0.82636
9.43037,22.6147,0.991928,0.82636
9.43018,22.6143,0.991928,0.82636
9.42999,22.6139,0.991928,0.82636
9.4298,22.6135,0.991928,0.82636
9.42961,22.6131,0.991928,0.82636
9.42942,22.6127,0.991928,0.82636
9.42923,22.6123,0.991928,0.82636
9.42904,22.6119,0.991928,0.82636
9.42885,22.6115,0.991928,0.82636
9.42866,22.6111,0.991928,0.82636
9.42847,22.6107,0.991928,0.82636
9.42828,22.6102,0.991928,0.82636
9.42809,22.6098,0.991928,0.82636
9.4279,22.6094,0.991928,0.82636
9.42771,22.609,0.991928,0.82636
9.42752,22.6086,0.991928,0.82636
9.42733,22.6082,0.991928,0.82636
9.42714,22.6078,0.991928,0.82636
9.42695,22.6074,0.991928,0.82636
9.42676,22.607,0.991928,0.82636
9.42657,22.6066,0.991928,0.82636
9.42638,22.6062,0.991928,0.82636
9.42619,22.6058,0.991928,0.82636
9.426,22.6054,0.991928,0.82636
9.42581,22.605,0.991928,0.82636
9.42562,22.6045,0.991928,0.82636
9.42543,22.6041,0.991928,0.82636
9.42524,22.6037,0.991928,0.82636
9.42505,22.6033,0.991928,0.82636
9.42486,22.6029,0.991928,0.82636
9.42467,22.6025,0.991928,0.82636
9.42448,22.6021,0.991928,0.82636
9.42429,22.6017,0.991928,0.82636
9.4241,22.6013,0.991928,0.82636
9.42391,22.6009,0.991928,0.82636
9.42372,22.6005,0.991928,0.82636
9.42353,22.6001,0.991928,0.82636
9.42334,22.5997,0.991928,0.82636
9.42315,22.5993,0.991928,0.82636
9.42296,22.5988,0.991928,0.82636
9.42277,22.5984,0.991928,0.82636
9.42258,22.598,0.991928,0.82636
9.4224,22.5976,0.991928,0.82636
9.42221,22.5972,0.991928,0.82636
9.42202,22.5968,0.991928,0.82636
9.42183,22.5964,0.991928,0.82636
9.42164,22.596,0.991928,0.82636
9.42145,22.5956,0.991928,0.82636
9.42126,22.5952,0.991928,0.82636
9.42107,22.5948,0.991928,0.82636
9.42088,22.5944,0.991928,0.82636
9.42069,22.594,0.991928,0.82636
9.4205,22.5936,0.991928,0.82636
9.42031,22.5932,0.991928,0.82636
9.42012,22.5927,0.991928,0.82636
9.41993,22.5923,0.991928,0.82636
9.41974,22.5919,0.991928,0.82636
9.41955,22.5915,0.991928,0.82636
9.41936,22.5911,0.991928,0.82636
9.41917,22.5907,0.991928,0.82636
9.41898,22.5903,0.991928,0.82636
9.41879,22.5899,0.991928,0.82636
9.4186,22.5895,0.991928,0.82636
9.41841,22.5891,0.991928,0.82636
9.41822,22.5887,0.991928,0.82636
9.41803,22.5883,0.991928,0.82636
9.41784,22.5879,0.991928,0.82636
9.41765,22.5875,0.991928,0.82636
9.41746,22.5871,0.991928,0.82636
9.41727,22.5866,0.991928,0.82636
9.41709,22.5862,0.991928,0.82636
9.4169,22.5858,0.991928,0.82636
9.41671,22.5854,0.991928,0.82636
9.41652,22.585,0.991928,0.82636
9.41633,22.5846,0.991928,0.82636
9.41614,22.5842,0.991928,0.82636
9.41595,22.5838,0.991928,0.82636
9.41576,22.5834,0.991928,0.82636
9.41557,22.583,0.991928,0.82636
9.41538,22.5826,0.991928,0.82636
9.41519,22.5822,0.991928,0.82636
9.415,22.5818,0.991928,0.82636
9.41481,22.5814,0.991928,0.82636
9.41462,22.581,0.991928,0.82636
9.41443,22.5805,0.992825,0.82636
9.41424,22.5801,0.992825,0.82636
9.41405,22.5797,0.992825,0.82636
9.41387,22.5793,0.992825,0.82636
9.41368,22.5789,0.992825,0.82636
9.41349,22.5785,0.992825,0.82636
9.4133,22.5781,0.992825,0.82636
9.41311,22.5777,0.992825,0.82636
9.41292,22.5773,0.992825,0.82636
9.41273,22.5769,0.992825,0.82636
9.41254,22.5765,0.992825,0.82636
9.41235,22.5761,0.992825,0.82636
9.41216,22.5757,0.992825,0.82636
9.41197,22.5753,0.992825,0.82636
9.41178,22.5749,0.992825,0.82636
9.41159,22.5745,0.992825,0.82636
9.41141,22.574,0.992825,0.82636
9.41122,22.5736,0.992825,0.82636
9.41103,22.5732,0.992825,0.82636
9.41084,22.5728,0.992825,0.82636
9.41065,22.5724,0.992825,0.82636
9.41046,22.572,0.992825,0.82636
9.41027,22.5716,0.992825,0.82636
9.41008,22.5712,0.992825,0.82636
9.40989,22.5708,0.992825,0.82636
9.4097,22.5704,0.992825,0.82636
9.40951,22.57,0.992825,0.82636
9.40932,22.5696,0.992825,0.82636
9.40914,22.5692,0.992825,0.82636
9.40895,22.5688,0.992825,0.82636
9.40876,22.5684,0.992825,0.82636
9.40857,22.568,0.992825,0.82636
9.40838,22.5676,0.992825,0.82636
9.40819,22.5671,0.992825,0.82636
9.408,22.5667,0.992825,0.82636
9.40781,22.5663,0.992825,0.82636
9.40762,22.5659,0.992825,0.82636
9.40743,22.5655,0.992825,0.82636
9.40725,22.5651,0.992825,0.82636
9.40706,22.5647,0.992825,0.82636
9.40687,22.5643,0.992825,0.82636
9.40668,22.5639,0.992825,0.82636
9.40649,22.5635,0.992825,0.82636
9.4063,22.5631,0.992825,0.82636
9.40611,22.5627,0.992825,0.82636
9.40592,22.5623,0.992825,0.82636
9.40573,22.5619,0.992825,0.82636
9.40555,22.5615,0.992825,0.82636
9.40536,22.5611,0.992825,0.82636
9.40517,22.5607,0.992825,0.82636
9.40498,22.5602,0.992825,0.82636
9.40479,22.5598,0.992825,0.82636
9.4046,22.5594,0.992825,0.82636
9.40441,22.559,0.992825,0.82636
9.40422,22.5586,0.992825,0.82636
9.40403,22.5582,0.992825,0.82636
9.40385,22.5578,0.992825,0.82636
9.40366,22.5574,0.992825,0.82636
9.40347,22.557,0.992825,0.82636
9.40328,22.5566,0.992825,0.82636
9.40309,22.5562,0.992825,0.82636
9.4029,22.5558,0.992825,0.82636
9.40271,22.5554,0.992825,0.82636
9.40252,22.555,0.992825,0.82636
9.40234,22.5546,0.992825,0.82636
9.40215,22.5542,0.992825,0.82636
9.40196,22.5538,0.992825,0.82636
9.40177,22.5534,0.992825,0.82636
9.40158,22.5529,0.992825,0.82636
9.40139,22.5525,0.992825,0.82636
9.4012,22.5521,0.992825,0.82636
9.40102,22.5517,0.992825,0.82636
9.40083,22.5513,0.992825,0.82636
9.40064,22.5509,0.992825,0.82636
9.40045,22.5505,0.992825,0.82636
9.40026,22.5501,0.992825,0.82636
9.40007,22.5497,0.992825,0.82636
9.39988,22.5493,0.992825,0.82636
9.39969,22.5489,0.992825,0.82636
9.39951,22.5485,0.992825,0.82636
9.39932,22.5481,0.992825,0.82636
9.39913,22.5477,0.992825,0.82636
9.39894,22.5473,0.992825,0.82636
9.39875,22.5469,0.992825,0.82636
9.39856,22.5465,0.992825,0.82636
9.39838,22.5461,0.992825,0.82636
9.39819,22.5457,0.992825,0.82636
9.398,22.5452,0.992825,0.82636
9.39781,22.5448,0.992825,0.82636
9.39762,22.5444,0.992825,0.82636
9.39743,22.544,0.992825,0.82636
9.39724,22.5436,0.992825,0.82636
9.39706,22.5432,0.992825,0.82636
9.39687,22.5428,0.992825,0.82636
9.39668,22.5424,0.992825,0.82636
9.39649,22.542,0.992825,0.82636
9.3963,22.5416,0.992825,0.82636
9.39611,22.5412,0.992825,0.82636
9.39593,22.5408,0.992825,0.82636
9.39574,22.5404,0.992825,0.82636
9.39555,22.54,0.992825,0.82636
9.39536,22.5396,0.992825,0.82636
9.39517,22.5392,0.992825,0.82636
9.39498,22.5388,0.992825,0.82636
9.3948,22.5384,0.992825,0.82636
9.39461,22.538,0.992825,0.82636
9.39442,22.5375,0.992825,0.82636
9.39423,22.5371,0.992825,0.82636
9.39404,22.5367,0.992825,0.82636
9.39385,22.5363,0.992825,0.82636
9.39367,22.5359,0.992825,0.82636
9.39348,22.5355,0.992825,0.82636
9.39329,22.5351,0.992825,0.82636
9.3931,22.5347,0.992825,0.82636
9.39291,22.5343,0.992825,0.82636
9.39273,22.5339,0.992825,0.82636
9.39254,22.5335,0.992825,0.82636
9.39235,22.5331,0.992825,0.82636
9.39216,22.5327,0.992825,0.82636
9.39197,22.5323,0.992825,0.82636
9.39178,22.5319,0.992825,0.82636
9.3916,22.5315,0.992825,0.82636
9.39141,22.5311,0.992825,0.82636
9.39122,22.5307,0.992825,0.82636
9.39103,22.5303,0.992825,0.82636
9.39084,22.5299,0.992825,0.82636
9.39066,22.5294,0.992825,0.82636
9.39047,22.529,0.992825,0.82636
9.39028,22.5286,0.992825,0.82636
9.39009,22.5282,0.992825,0.82636
9.3899,22.5278,0.992825,0.82636
9.38972,22.5274,0.992825,0.82636
9.38953,22.527,0.992825,0.82636
9.38934,22.5266,0.992825,0.82636
9.38915,22.5262,0.992825,0.82636
9.38896,22.5258,0.992825,0.82636
9.38878,22.5254,0.992825,0.82636
9.38859,22.525,0.992825,0.82636
9.3884,22.5246,0.992825,0.82636
9.38821,22.5242,0.992825,0.82636
9.38802,22.5238,0.992825,0.82636
9.38784,22.5234,0.992825,0.82636
9.38765,22.523,0.992825,0.82636
9.38746,22.5226,0.992825,0.82636
9.38727,22.5222,0.992825,0.82636
9.38708,22.5218,0.992825,0.82636
9.3869,22.5214,0.992825,0.82636
9.38671,22.521,0.992825,0.82636
9.38652,22.5205,0.992825,0.82636
9.38633,22.5201,0.992825,0.82636
9.38614,22.5197,0.992825,0.82636
9.38596,22.5193,0.992825,0.82636
9.38577,22.5189,0.992825,0.82636
9.38558,22.5185,0.992825,0.82636
9.38539,22.5181,0.992825,0.82636
9.38521,22.5177,0.992825,0.82636
9.38502,22.5173,0.992825,0.82636
9.38483,22.5169,0.992825,0.82636
9.38464,22.5165,0.992825,0.82636
9.38445,22.5161,0.992825,0.82636
9.38427,22.5157,0.992825,0.82636
9.38408,22.5153,0.992825,0.82636
9.38389,22.5149,0.992825,0.82636
9.3837,22.5145,0.992825,0.82636
9.38352,22.5141,0.992825,0.82636
9.38333,22.5137,0.992825,0.82636
9.38314,22.5133,0.992825,0.82636
9.38295,22.5129,0.992825,0.82636
9.38276,22.5125,0.992825,0.82636
9.38258,22.5121,0.992825,0.82636
9.38239,22.5117,0.992825,0.82636
9.3822,22.5112,0.992825,0.82636
9.38201,22.5108,0.992825,0.82636
9.38183,22.5104,0.992825,0.82636
9.38164,22.51,0.992825,0.82636
9.38145,22.5096,0.992825,0.82636
9.38126,22.5092,0.992825,0.82636
9.38108,22.5088,0.992825,0.82636
9.38089,22.5084,0.992825,0.82636
9.3807,22.508,0.992825,0.82636
9.38051,22.5076,0.992825,0.82636
9.38033,22.5072,0.992825,0.82636
9.38014,22.5068,0.992825,0.82636
9.37995,22.5064,0.992825,0.82636
9.37976,22.506,0.992825,0.82636
9.37958,22.5056,0.992825,0.82636
9.37939,22.5052,0.992825,0.82636
9.3792,22.5048,0.992825,0.82636
9.37901,22.5044,0.992825,0.82636
9.37883,22.504,0.992825,0.82636
9.37864,22.5036,0.992825,0.82636
9.37845,22.5032,0.992825,0.82636
9.37826,22.5028,0.992825,0.82636
9.37808,22.5024,0.992825,0.82636
9.37789,22.502,0.992825,0.82636
9.3777,22.5016,0.992825,0.82636
9.37751,22.5011,0.992825,0.82636
9.37733,22.5007,0.992825,0.82636
9.37714,22.5003,0.992825,0.82636
9.37695,22.4999,0.992825,0.82636
9.37676,22.4995,0.992825,0.82636
9.37658,22.4991,0.992825,0.82636
9.37639,22.4987,0.992825,0.82636
9.3762,22.4983,0.992825,0.82636
9.37602,22.4979,0.992825,0.82636
9.37583,22.4975,0.992825,0.82636
9.37564,22.4971,0.992825,0.82636
9.37545,22.4967,0.992825,0.82636
9.37527,22.4963,0.992825,0.82636
9.37508,22.4959,0.992825,0.82636
9.37489,22.4955,0.992825,0.82636
9.3747,22.4951,0.992825,0.82636
9.37452,22.4947,0.992825,0.82636
9.37433,22.4943,0.992825,0.82636
9.37414,22.4939,0.992825,0.82636
9.37396,22.4935,0.992825,0.82636
9.37377,22.4931,0.992825,0.82636
9.37358,22.4927,0.992825,0.82636
9.37339,22.4923,0.992825,0.82636
9.37321,22.4919,0.992825,0.82636
9.37302,22.4915,0.992825,0.82636
9.37283,22.4911,0.992825,0.82636
9.37265,22.4906,0.992825,0.82636
9.37246,22.4902,0.992825,0.82636
9.37227,22.4898,0.992825,0.82636
9.37208,22.4894,0.992825,0.82636
9.3719,22.489,0.992825,0.82636
9.37171,22.4886,0.992825,0.82636
9.37152,22.4882,0.992825,0.82636
9.37134,22.4878,0.992825,0.82636
9.37115,22.4874,0.992825,0.82636
9.37096,22.487,0.992825,0.82636
9.37077,22.4866,0.992825,0.82636
9.37059,22.4862,0.992825,0.82636
9.3704,22.4858,0.992825,0.82636
9.37021,22.4854,0.992825,0.82636
9.37003,22.485,0.992825,0.82636
9.36984,22.4846,0.992825,0.82636
9.36965,22.4842,0.992825,0.82636
9.36946,22.4838,0.992825,0.82636
9.36928,22.4834,0.992825,0.82636
9.36909,22.483,0.992825,0.82636
9.3689,22.4826,0.992825,0.82636
9.36872,22.4822,0.992825,0.82636
9.36853,22.4818,0.992825,0.82636
9.36834,22.4814,0.992825,0.82636
9.36816,22.481,0.992825,0.82636
9.36797,22.4806,0.992825,0.82636
9.36778,22.4802,0.992825,0.82636
9.3676,22.4798,0.992825,0.82636
9.36741,22.4794,0.992825,0.82636
9.36722,22.4789,0.992825,0.82636
9.36704,22.4785,0.992825,0.82636
9.36685,22.4781,0.992825,0.82636
9.36666,22.4777,0.992825,0.82636
9.36647,22.4773,0.992825,0.82636
9.36629,22.4769,0.992825,0.82636
9.3661,22.4765,0.992825,0.82636
9.36591,22.4761,0.992825,0.82636
9.36573,22.4757,0.992825,0.82636
9.36554,22.4753,0.992825,0.82636
9.36535,22.4749,0.992825,0.82636
9.36517,22.4745,0.992825,0.82636
9.36498,22.4741,0.992825,0.82636
9.36479,22.4737,0.992825,0.82636
9.36461,22.4733,0.992825,0.82636
9.36442,22.4729,0.992825,0.82636
9.36423,22.4725,0.992825,0.82636
9.36405,22.4721,0.992825,0.82636
9.36386,22.4717,0.992825,0.82636
9.36367,22.4713,0.992825,0.82636
9.36349,22.4709,0.992825,0.82636
9.3633,22.4705,0.992825,0.82636
9.36311,22.4701,0.992825,0.82636
9.36293,22.4697,0.992825,0.82636
9.36274,22.4693,0.992825,0.82636
9.36255,22.4689,0.992825,0.82636
9.36237,22.4685,0.992825,0.82636
9.36218,22.4681,0.992825,0.82636
9.36199,22.4677,0.992825,0.82636
9.36181,22.4673,0.992825,0.82636
9.36162,22.4669,0.992825,0.82636
9.36143,22.4665,0.992825,0.82636
9.36125,22.4661,0.992825,0.82636
9.36106,22.4656,0.992825,0.82636
9.36087,22.4652,0.992825,0.82636
9.36069,22.4648,0.992825,0.82636
9.3605,22.4644,0.992825,0.82636
9.36031,22.464,0.992825,0.82636
9.36013,22.4636,0.992825,0.82636
