train_cost,test_cost,train_effeciency,test_efficiency
7.25153,17.6312,1,0.872385
7.2514,17.6309,1,0.872385
7.25127,17.6306,1,0.872385
7.25115,17.6303,1,0.872385
7.25102,17.63,1,0.872385
7.25089,17.6297,1,0.872385
7.25076,17.6294,1,0.872385
7.25064,17.6291,1,0.872385
7.25051,17.6288,1,0.872385
7.25038,17.6285,1,0.872385
7.25025,17.6282,1,0.872385
7.25013,17.6279,1,0.872385
7.25,17.6276,1,0.872385
7.24987,17.6273,1,0.872385
7.24974,17.627,1,0.872385
7.24962,17.6267,1,0.872385
7.24949,17.6264,1,0.872385
7.24936,17.6261,1,0.872385
7.24923,17.6258,1,0.872385
7.24911,17.6255,1,0.872385
7.24898,17.6252,1,0.872385
7.24885,17.6249,1,0.872385
7.24872,17.6246,1,0.872385
7.2486,17.6243,1,0.872385
7.24847,17.624,1,0.872385
7.24834,17.6237,1,0.872385
7.24821,17.6234,1,0.872385
7.24809,17.6231,1,0.872385
7.24796,17.6228,1,0.872385
7.24783,17.6225,1,0.872385
7.24771,17.6222,1,0.872385
7.24758,17.6219,1,0.872385
7.24745,17.6216,1,0.872385
7.24732,17.6213,1,0.872385
7.2472,17.621,1,0.872385
7.24707,17.6207,1,0.872385
7.24694,17.6204,1,0.872385
7.24681,17.6201,1,0.872385
7.24669,17.6198,1,0.872385
7.24656,17.6195,1,0.872385
7.24643,17.6192,1,0.872385
7.2463,17.6189,1,0.872385
7.24618,17.6186,1,0.872385
7.24605,17.6183,1,0.872385
7.24592,17.618,1,0.872385
7.24579,17.6177,1,0.872385
7.24567,17.6174,1,0.872385
7.24554,17.6171,1,0.872385
7.24541,17.6168,1,0.872385
7.24529,17.6165,1,0.872385
7.24516,17.6162,1,0.872385
7.24503,17.6159,1,0.872385
7.2449,17.6156,1,0.872385
7.24478,17.6153,1,0.872385
7.24465,17.615,1,0.872385
7.24452,17.6147,1,0.872385
7.24439,17.6144,1,0.872385
7.24427,17.6141,1,0.872385
7.24414,17.6138,1,0.872385
7.24401,17.6135,1,0.872385
7.24389,17.6132,1,0.872385
7.24376,17.6129,1,0.872385
7.24363,17.6126,1,0.872385
7.2435,17.6123,1,0.872385
7.24338,17.612,1,0.872385
7.24325,17.6117,1,0.872385
7.24312,17.6114,1,0.872385
7.24299,17.6111,1,0.872385
7.24287,17.6108,1,0.872385
7.24274,17.6105,1,0.872385
7.24261,17.6102,1,0.872385
7.24248,17.6099,1,0.872385
7.24236,17.6096,1,0.872385
7.24223,17.6093,1,0.872385
7.2421,17.609,1,0.872385
7.24198,17.6087,1,0.872385
7.24185,17.6084,1,0.872385
7.24172,17.6081,1,0.872385
7.24159,17.6078,1,0.872385
7.24147,17.6075,1,0.872385
7.24134,17.6072,1,0.872385
7.24121,17.6069,1,0.872385
7.24108,17.6066,1,0.872385
7.24096,17.6063,1,0.872385
7.24083,17.606,1,0.872385
7.2407,17.6057,1,0.872385
7.24058,17.6054,1,0.872385
7.24045,17.6051,1,0.872385
7.24032,17.6048,1,0.872385
7.24019,17.6045,1,0.872385
7.24007,17.6042,1,0.872385
7.23994,17.6039,1,0.872385
7.23981,17.6036,1,0.872385
7.23969,17.6033,1,0.872385
7.23956,17.603,1,0.872385
7.23943,17.6027,1,0.872385
7.2393,17.6024,1,0.872385
7.23918,17.6021,1,0.872385
7.23905,17.6018,1,0.872385
7.23892,17.6015,1,0.872385
7.23879,17.6012,1,0.872385
7.23867,17.6009,1,0.872385
7.23854,17.6006,1,0.872385
7.23841,17.6003,1,0.872385
7.23829,17.6,1,0.872385
7.23816,17.5997,1,0.872385
7.23803,17.5995,1,0.872385
7.2379,17.5992,1,0.872385
7.23778,17.5989,1,0.872385
7.23765,17.5986,1,0.872385
7.23752,17.5983,1,0.872385
7.2374,17.598,1,0.872385
7.23727,17.5977,1,0.872385
7.23714,17.5974,1,0.872385
7.23701,17.5971,1,0.872385
7.23689,17.5968,1,0.872385
7.23676,17.5965,1,0.872385
7.23663,17.5962,1,0.872385
7.23651,17.5959,1,0.872385
7.23638,17.5956,1,0.872385
7.23625,17.5953,1,0.872385
7.23612,17.595,1,0.872385
7.236,17.5947,1,0.872385
7.23587,17.5944,1,0.872385
7.23574,17.5941,1,0.872385
7.23562,17.5938,1,0.872385
7.23549,17.5935,1,0.872385
7.23536,17.5932,1,0.872385
7.23523,17.5929,1,0.872385
7.23511,17.5926,1,0.872385
7.23498,17.5923,1,0.872385
7.23485,17.592,1,0.872385
7.23473,17.5917,1,0.872385
7.2346,17.5914,1,0.872385
7.23447,17.5911,1,0.872385
7.23434,17.5908,1,0.872385
7.23422,17.5905,1,0.872385
7.23409,17.5902,1,0.872385
7.23396,17.5899,1,0.872385
7.23384,17.5896,1,0.872385
7.23371,17.5893,1,0.872385
7.23358,17.589,1,0.872385
7.23345,17.5887,1,0.872385
7.23333,17.5884,1,0.872385
7.2332,17.5881,1,0.872385
7.23307,17.5878,1,0.872385
7.23295,17.5875,1,0.872385
7.23282,17.5872,1,0.872385
7.23269,17.5869,1,0.872385
7.23256,17.5866,1,0.872385
7.23244,17.5863,1,0.872385
7.23231,17.586,1,0.872385
7.23218,17.5857,1,0.872385
7.23206,17.5854,1,0.872385
7.23193,17.5851,1,0.872385
7.2318,17.5848,1,0.872385
7.23168,17.5845,1,0.872385
7.23155,17.5842,1,0.872385
7.23142,17.5839,1,0.872385
7.23129,17.5836,1,0.872385
7.23117,17.5833,1,0.872385
7.23104,17.583,1,0.872385
7.23091,17.5827,1,0.872385
7.23079,17.5824,1,0.872385
7.23066,17.5821,1,0.872385
7.23053,17.5818,1,0.872385
7.2304,17.5815,1,0.872385
7.23028,17.5812,1,0.872385
7.23015,17.5809,1,0.872385
7.23002,17.5806,1,0.872385
7.2299,17.5803,1,0.872385
7.22977,17.58,1,0.872385
7.22964,17.5797,1,0.872385
7.22952,17.5794,1,0.872385
7.22939,17.5791,1,0.872385
7.22926,17.5788,1,0.872385
7.22913,17.5785,1,0.872385
7.22901,17.5782,1,0.872385
7.22888,17.5779,1,0.872385
7.22875,17.5776,1,0.872385
7.22863,17.5773,1,0.872385
7.2285,17.577,1,0.872385
7.22837,17.5767,1,0.872385
7.22825,17.5764,1,0.872385
7.22812,17.5761,1,0.872385
7.22799,17.5758,1,0.872385
7.22786,17.5755,1,0.872385
7.22774,17.5752,1,0.872385
7.22761,17.5749,1,0.872385
7.22748,17.5746,1,0.872385
7.22736,17.5743,1,0.872385
7.22723,17.574,1,0.872385
7.2271,17.5737,1,0.872385
7.22698,17.5734,1,0.872385
7.22685,17.5731,1,0.872385
7.22672,17.5728,1,0.872385
7.22659,17.5726,1,0.872385
7.22647,17.5723,1,0.872385
7.22634,17.572,1,0.872385
7.22621,17.5717,1,0.872385
7.22609,17.5714,1,0.872385
7.22596,17.5711,1,0.872385
7.22583,17.5708,1,0.872385
7.22571,17.5705,1,0.872385
7.22558,17.5702,1,0.872385
7.22545,17.5699,1,0.872385
7.22533,17.5696,1,0.872385
7.2252,17.5693,1,0.872385
7.22507,17.569,1,0.872385
7.22494,17.5687,1,0.872385
7.22482,17.5684,1,0.872385
7.22469,17.5681,1,0.872385
7.22456,17.5678,1,0.872385
7.22444,17.5675,1,0.872385
7.22431,17.5672,1,0.872385
7.22418,17.5669,1,0.872385
7.22406,17.5666,1,0.872385
7.22393,17.5663,1,0.872385
7.2238,17.566,1,0.872385
7.22368,17.5657,1,0.872385
7.22355,17.5654,1,0.872385
7.22342,17.5651,1,0.872385
7.22329,17.5648,1,0.872385
7.22317,17.5645,1,0.872385
7.22304,17.5642,1,0.872385
7.22291,17.5639,1,0.872385
7.22279,17.5636,1,0.872385
7.22266,17.5633,1,0.872385
7.22253,17.563,1,0.872385
7.22241,17.5627,1,0.872385
7.22228,17.5624,1,0.872385
7.22215,17.5621,1,0.872385
7.22203,17.5618,1,0.872385
7.2219,17.5615,1,0.872385
7.22177,17.5612,1,0.872385
7.22164,17.5609,1,0.872385
7.22152,17.5606,1,0.872385
7.22139,17.5603,1,0.872385
7.22126,17.56,1,0.872385
7.22114,17.5597,1,0.872385
7.22101,17.5594,1,0.872385
7.22088,17.5591,1,0.872385
7.22076,17.5588,1,0.872385
7.22063,17.5585,1,0.872385
7.2205,17.5582,1,0.872385
7.22038,17.5579,1,0.872385
7.22025,17.5576,1,0.872385
7.22012,17.5573,1,0.872385
7.22,17.557,1,0.872385
7.21987,17.5567,1,0.872385
7.21974,17.5564,1,0.872385
7.21962,17.5561,1,0.872385
7.21949,17.5558,1,0.872385
7.21936,17.5555,1,0.872385
7.21923,17.5552,1,0.872385
7.21911,17.5549,1,0.872385
7.21898,17.5546,1,0.872385
7.21885,17.5543,1,0.872385
7.21873,17.554,1,0.872385
7.2186,17.5537,1,0.872385
7.21847,17.5534,1,0.872385
7.21835,17.5532,1,0.872385
7.21822,17.5529,1,0.872385
7.21809,17.5526,1,0.872385
7.21797,17.5523,1,0.872385
7.21784,17.552,1,0.872385
7.21771,17.5517,1,0.872385
7.21759,17.5514,1,0.872385
7.21746,17.5511,1,0.872385
7.21733,17.5508,1,0.872385
7.21721,17.5505,1,0.872385
7.21708,17.5502,1,0.872385
7.21695,17.5499,1,0.872385
7.21683,17.5496,1,0.872385
7.2167,17.5493,1,0.872385
7.21657,17.549,1,0.872385
7.21645,17.5487,1,0.872385
7.21632,17.5484,1,0.872385
7.21619,17.5481,1,0.872385
7.21607,17.5478,1,0.872385
7.21594,17.5475,1,0.872385
7.21581,17.5472,1,0.872385
7.21568,17.5469,1,0.872385
7.21556,17.5466,1,0.872385
7.21543,17.5463,1,0.872385
7.2153,17.546,1,0.872385
7.21518,17.5457,1,0.872385
7.21505,17.5454,1,0.872385
7.21492,17.5451,1,0.872385
7.2148,17.5448,1,0.872385
7.21467,17.5445,1,0.872385
7.21454,17.5442,1,0.872385
7.21442,17.5439,1,0.872385
7.21429,17.5436,1,0.872385
7.21416,17.5433,1,0.872385
7.21404,17.543,1,0.872385
7.21391,17.5427,1,0.872385
7.21378,17.5424,1,0.872385
7.21366,17.5421,1,0.872385
7.21353,17.5418,1,0.872385
7.2134,17.5415,1,0.872385
7.21328,17.5412,1,0.872385
7.21315,17.5409,1,0.872385
7.21302,17.5406,1,0.872385
7.2129,17.5403,1,0.872385
7.21277,17.54,1,0.872385
7.21264,17.5397,1,0.872385
7.21252,17.5394,1,0.872385
7.21239,17.5391,1,0.872385
7.21226,17.5388,1,0.872385
7.21214,17.5385,1,0.872385
7.21201,17.5382,1,0.872385
7.21188,17.5379,1,0.872385
7.21176,17.5376,1,0.872385
7.21163,17.5373,1,0.872385
7.2115,17.5371,1,0.872385
7.21138,17.5368,1,0.872385
7.21125,17.5365,1,0.872385
7.21112,17.5362,1,0.872385
7.211,17.5359,1,0.872385
7.21087,17.5356,1,0.872385
7.21074,17.5353,1,0.872385
7.21062,17.535,1,0.872385
7.21049,17.5347,1,0.872385
7.21036,17.5344,1,0.872385
7.21024,17.5341,1,0.872385
7.21011,17.5338,1,0.872385
7.20998,17.5335,1,0.872385
7.20986,17.5332,1,0.872385
7.20973,17.5329,1,0.872385
7.2096,17.5326,1,0.872385
7.20948,17.5323,1,0.872385
7.20935,17.532,1,0.872385
7.20922,17.5317,1,0.872385
7.2091,17.5314,1,0.872385
7.20897,17.5311,1,0.872385
7.20884,17.5308,1,0.872385
7.20872,17.5305,1,0.872385
7.20859,17.5302,1,0.872385
7.20846,17.5299,1,0.872385
7.20834,17.5296,1,0.872385
7.20821,17.5293,1,0.872385
7.20808,17.529,1,0.872385
7.20796,17.5287,1,0.872385
7.20783,17.5284,1,0.872385
7.2077,17.5281,1,0.872385
7.20758,17.5278,1,0.872385
7.20745,17.5275,1,0.872385
7.20732,17.5272,1,0.872385
7.2072,17.5269,1,0.872385
7.20707,17.5266,1,0.872385
7.20695,17.5263,1,0.872385
7.20682,17.526,1,0.872385
7.20669,17.5257,1,0.872385
7.20657,17.5254,1,0.872385
7.20644,17.5251,1,0.872385
7.20631,17.5248,1,0.872385
7.20619,17.5245,1,0.872385
7.20606,17.5242,1,0.872385
7.20593,17.5239,1,0.872385
7.20581,17.5236,1,0.872385
7.20568,17.5233,1,0.872385
7.20555,17.5231,1,0.872385
7.20543,17.5228,1,0.872385
7.2053,17.5225,1,0.872385
7.20517,17.5222,1,0.872385
7.20505,17.5219,1,0.872385
7.20492,17.5216,1,0.872385
7.20479,17.5213,1,0.872385
7.20467,17.521,1,0.872385
7.20454,17.5207,1,0.872385
7.20441,17.5204,1,0.872385
7.20429,17.5201,1,0.872385
7.20416,17.5198,1,0.872385
7.20403,17.5195,1,0.872385
7.20391,17.5192,1,0.872385
7.20378,17.5189,1,0.872385
7.20365,17.5186,1,0.872385
7.20353,17.5183,1,0.872385
7.2034,17.518,1,0.872385
7.20328,17.5177,1,0.872385
7.20315,17.5174,1,0.872385
7.20302,17.5171,1,0.872385
7.2029,17.5168,1,0.872385
7.20277,17.5165,1,0.872385
7.20264,17.5162,1,0.872385
7.20252,17.5159,1,0.872385
7.20239,17.5156,1,0.872385
7.20226,17.5153,1,0.872385
7.20214,17.515,1,0.872385
7.20201,17.5147,1,0.872385
7.20188,17.5144,1,0.872385
7.20176,17.5141,1,0.872385
7.20163,17.5138,1,0.872385
7.2015,17.5135,1,0.872385
7.20138,17.5132,1,0.872385
7.20125,17.5129,1,0.872385
7.20113,17.5126,1,0.872385
7.201,17.5123,1,0.872385
7.20087,17.512,1,0.872385
7.20075,17.5117,1,0.872385
7.20062,17.5114,1,0.872385
7.20049,17.5111,1,0.872385
7.20037,17.5109,1,0.872385
7.20024,17.5106,1,0.872385
7.20011,17.5103,1,0.872385
7.19999,17.51,1,0.872385
7.19986,17.5097,1,0.872385
7.19973,17.5094,1,0.872385
7.19961,17.5091,1,0.872385
7.19948,17.5088,1,0.872385
7.19936,17.5085,1,0.872385
7.19923,17.5082,1,0.872385
7.1991,17.5079,1,0.872385
7.19898,17.5076,1,0.872385
7.19885,17.5073,1,0.872385
7.19872,17.507,1,0.872385
7.1986,17.5067,1,0.872385
7.19847,17.5064,1,0.872385
7.19834,17.5061,1,0.872385
7.19822,17.5058,1,0.872385
7.19809,17.5055,1,0.872385
7.19796,17.5052,1,0.872385
7.19784,17.5049,1,0.872385
7.19771,17.5046,1,0.872385
7.19759,17.5043,1,0.872385
7.19746,17.504,1,0.872385
7.19733,17.5037,1,0.872385
7.19721,17.5034,1,0.872385
7.19708,17.5031,1,0.872385
7.19695,17.5028,1,0.872385
7.19683,17.5025,1,0.872385
7.1967,17.5022,1,0.872385
7.19657,17.5019,1,0.872385
7.19645,17.5016,1,0.872385
7.19632,17.5013,1,0.872385
7.1962,17.501,1,0.872385
7.19607,17.5007,1,0.872385
7.19594,17.5004,1,0.872385
7.19582,17.5001,1,0.872385
7.19569,17.4998,1,0.872385
7.19556,17.4995,1,0.872385
7.19544,17.4993,1,0.872385
7.19531,17.499,1,0.872385
7.19518,17.4987,1,0.872385
7.19506,17.4984,1,0.872385
7.19493,17.4981,1,0.872385
7.19481,17.4978,1,0.872385
7.19468,17.4975,1,0.872385
7.19455,17.4972,1,0.872385
7.19443,17.4969,1,0.872385
7.1943,17.4966,1,0.872385
7.19417,17.4963,1,0.872385
7.19405,17.496,1,0.872385
7.19392,17.4957,1,0.872385
7.19379,17.4954,1,0.872385
7.19367,17.4951,1,0.872385
7.19354,17.4948,1,0.872385
7.19342,17.4945,1,0.872385
7.19329,17.4942,1,0.872385
7.19316,17.4939,1,0.872385
7.19304,17.4936,1,0.872385
7.19291,17.4933,1,0.872385
7.19278,17.493,1,0.872385
7.19266,17.4927,1,0.872385
7.19253,17.4924,1,0.872385
7.19241,17.4921,1,0.872385
7.19228,17.4918,1,0.872385
7.19215,17.4915,1,0.872385
7.19203,17.4912,1,0.872385
7.1919,17.4909,1,0.872385
7.19177,17.4906,1,0.872385
7.19165,17.4903,1,0.872385
7.19152,17.49,1,0.872385
7.1914,17.4897,1,0.872385
7.19127,17.4894,1,0.872385
7.19114,17.4891,1,0.872385
7.19102,17.4889,1,0.872385
7.19089,17.4886,1,0.872385
7.19076,17.4883,1,0.872385
7.19064,17.488,1,0.872385
7.19051,17.4877,1,0.872385
7.19038,17.4874,1,0.872385
7.19026,17.4871,1,0.872385
7.19013,17.4868,1,0.872385
7.19001,17.4865,1,0.872385
7.18988,17.4862,1,0.872385
7.18975,17.4859,1,0.872385
7.18963,17.4856,1,0.872385
7.1895,17.4853,1,0.872385
7.18938,17.485,1,0.872385
7.18925,17.4847,1,0.872385
7.18912,17.4844,1,0.872385
7.189,17.4841,1,0.872385
7.18887,17.4838,1,0.872385
7.18874,17.4835,1,0.872385
7.18862,17.4832,1,0.872385
7.18849,17.4829,1,0.872385
7.18837,17.4826,1,0.872385
7.18824,17.4823,1,0.872385
7.18811,17.482,1,0.872385
7.18799,17.4817,1,0.872385
7.18786,17.4814,1,0.872385
7.18773,17.4811,1,0.872385
7.18761,17.4808,1,0.872385
7.18748,17.4805,1,0.872385
7.18736,17.4802,1,0.872385
7.18723,17.4799,1,0.872385
7.1871,17.4796,1,0.872385
7.18698,17.4793,1,0.872385
7.18685,17.479,1,0.872385
7.18672,17.4788,1,0.872385
7.1866,17.4785,1,0.872385
7.18647,17.4782,1,0.872385
7.18635,17.4779,1,0.872385
7.18622,17.4776,1,0.872385
7.18609,17.4773,1,0.872385
7.18597,17.477,1,0.872385
7.18584,17.4767,1,0.872385
7.18572,17.4764,1,0.872385
7.18559,17.4761,1,0.872385
7.18546,17.4758,1,0.872385
7.18534,17.4755,1,0.872385
7.18521,17.4752,1,0.872385
7.18508,17.4749,1,0.872385
7.18496,17.4746,1,0.872385
7.18483,17.4743,1,0.872385
7.18471,17.474,1,0.872385
7.18458,17.4737,1,0.872385
7.18445,17.4734,1,0.872385
7.18433,17.4731,1,0.872385
7.1842,17.4728,1,0.872385
7.18408,17.4725,1,0.872385
7.18395,17.4722,1,0.872385
7.18382,17.4719,1,0.872385
7.1837,17.4716,1,0.872385
7.18357,17.4713,1,0.872385
7.18344,17.471,1,0.872385
7.18332,17.4707,1,0.872385
7.18319,17.4704,1,0.872385
7.18307,17.4701,1,0.872385
7.18294,17.4698,1,0.872385
7.18281,17.4696,1,0.872385
7.18269,17.4693,1,0.872385
7.18256,17.469,1,0.872385
7.18244,17.4687,1,0.872385
7.18231,17.4684,1,0.872385
7.18218,17.4681,1,0.872385
7.18206,17.4678,1,0.872385
7.18193,17.4675,1,0.872385
7.18181,17.4672,1,0.872385
7.18168,17.4669,1,0.872385
7.18155,17.4666,1,0.872385
7.18143,17.4663,1,0.872385
7.1813,17.466,1,0.872385
7.18118,17.4657,1,0.872385
7.18105,17.4654,1,0.872385
7.18092,17.4651,1,0.872385
7.1808,17.4648,1,0.872385
7.18067,17.4645,1,0.872385
7.18055,17.4642,1,0.872385
7.18042,17.4639,1,0.872385
7.18029,17.4636,1,0.872385
7.18017,17.4633,1,0.872385
7.18004,17.463,1,0.872385
7.17991,17.4627,1,0.872385
7.17979,17.4624,1,0.872385
7.17966,17.4621,1,0.872385
7.17954,17.4618,1,0.872385
7.17941,17.4615,1,0.872385
7.17928,17.4612,1,0.872385
7.17916,17.4609,1,0.872385
7.17903,17.4607,1,0.872385
7.17891,17.4604,1,0.872385
7.17878,17.4601,1,0.872385
7.17865,17.4598,1,0.872385
7.17853,17.4595,1,0.872385
7.1784,17.4592,1,0.872385
7.17828,17.4589,1,0.872385
7.17815,17.4586,1,0.872385
7.17802,17.4583,1,0.872385
7.1779,17.458,1,0.872385
7.17777,17.4577,1,0.872385
7.17765,17.4574,1,0.872385
7.17752,17.4571,1,0.872385
7.17739,17.4568,1,0.872385
7.17727,17.4565,1,0.872385
7.17714,17.4562,1,0.872385
7.17702,17.4559,1,0.872385
7.17689,17.4556,1,0.872385
7.17676,17.4553,1,0.872385
7.17664,17.455,1,0.872385
7.17651,17.4547,1,0.872385
7.17639,17.4544,1,0.872385
7.17626,17.4541,1,0.872385
7.17613,17.4538,1,0.872385
7.17601,17.4535,1,0.872385
7.17588,17.4532,1,0.872385
7.17576,17.4529,1,0.872385
7.17563,17.4526,1,0.872385
7.1755,17.4524,1,0.872385
7.17538,17.4521,1,0.872385
7.17525,17.4518,1,0.872385
7.17513,17.4515,1,0.872385
7.175,17.4512,1,0.872385
7.17487,17.4509,1,0.872385
7.17475,17.4506,1,0.872385
7.17462,17.4503,1,0.872385
7.1745,17.45,1,0.872385
7.17437,17.4497,1,0.872385
7.17425,17.4494,1,0.872385
7.17412,17.4491,1,0.872385
7.17399,17.4488,1,0.872385
7.17387,17.4485,1,0.872385
7.17374,17.4482,1,0.872385
7.17362,17.4479,1,0.872385
7.17349,17.4476,1,0.872385
7.17336,17.4473,1,0.872385
7.17324,17.447,1,0.872385
7.17311,17.4467,1,0.872385
7.17299,17.4464,1,0.872385
7.17286,17.4461,1,0.872385
7.17273,17.4458,1,0.872385
7.17261,17.4455,1,0.872385
7.17248,17.4452,1,0.872385
7.17236,17.4449,1,0.872385
7.17223,17.4446,1,0.872385
7.1721,17.4443,1,0.872385
7.17198,17.4441,1,0.872385
7.17185,17.4438,1,0.872385
7.17173,17.4435,1,0.872385
7.1716,17.4432,1,0.872385
7.17148,17.4429,1,0.872385
7.17135,17.4426,1,0.872385
7.17122,17.4423,1,0.872385
7.1711,17.442,1,0.872385
7.17097,17.4417,1,0.872385
7.17085,17.4414,1,0.872385
7.17072,17.4411,1,0.872385
7.17059,17.4408,1,0.872385
7.17047,17.4405,1,0.872385
7.17034,17.4402,1,0.872385
7.17022,17.4399,1,0.872385
7.17009,17.4396,1,0.872385
7.16996,17.4393,1,0.872385
7.16984,17.439,1,0.872385
7.16971,17.4387,1,0.872385
7.16959,17.4384,1,0.872385
7.16946,17.4381,1,0.872385
7.16934,17.4378,1,0.872385
7.16921,17.4375,1,0.872385
7.16908,17.4372,1,0.872385
7.16896,17.4369,1,0.872385
7.16883,17.4366,1,0.872385
7.16871,17.4364,1,0.872385
7.16858,17.4361,1,0.872385
7.16845,17.4358,1,0.872385
7.16833,17.4355,1,0.872385
7.1682,17.4352,1,0.872385
7.16808,17.4349,1,0.872385
7.16795,17.4346,1,0.872385
7.16783,17.4343,1,0.872385
7.1677,17.434,1,0.872385
7.16757,17.4337,1,0.872385
7.16745,17.4334,1,0.872385
7.16732,17.4331,1,0.872385
7.1672,17.4328,1,0.872385
7.16707,17.4325,1,0.872385
7.16695,17.4322,1,0.872385
7.16682,17.4319,1,0.872385
7.16669,17.4316,1,0.872385
7.16657,17.4313,1,0.872385
7.16644,17.431,1,0.872385
7.16632,17.4307,1,0.872385
7.16619,17.4304,1,0.872385
7.16606,17.4301,1,0.872385
7.16594,17.4298,1,0.872385
7.16581,17.4295,1,0.872385
7.16569,17.4292,1,0.872385
7.16556,17.429,1,0.872385
7.16544,17.4287,1,0.872385
7.16531,17.4284,1,0.872385
7.16518,17.4281,1,0.872385
7.16506,17.4278,1,0.872385
7.16493,17.4275,1,0.872385
7.16481,17.4272,1,0.872385
7.16468,17.4269,1,0.872385
7.16456,17.4266,1,0.872385
7.16443,17.4263,1,0.872385
7.1643,17.426,1,0.872385
7.16418,17.4257,1,0.872385
7.16405,17.4254,1,0.872385
7.16393,17.4251,1,0.872385
7.1638,17.4248,1,0.872385
7.16368,17.4245,1,0.872385
7.16355,17.4242,1,0.872385
7.16342,17.4239,1,0.872385
7.1633,17.4236,1,0.872385
7.16317,17.4233,1,0.872385
7.16305,17.423,1,0.872385
7.16292,17.4227,1,0.872385
7.1628,17.4224,1,0.872385
7.16267,17.4221,1,0.872385
7.16254,17.4218,1,0.872385
7.16242,17.4216,1,0.872385
7.16229,17.4213,1,0.872385
7.16217,17.421,1,0.872385
7.16204,17.4207,1,0.872385
7.16192,17.4204,1,0.872385
7.16179,17.4201,1,0.872385
7.16166,17.4198,1,0.872385
7.16154,17.4195,1,0.872385
7.16141,17.4192,1,0.872385
7.16129,17.4189,1,0.872385
7.16116,17.4186,1,0.872385
7.16104,17.4183,1,0.872385
7.16091,17.418,1,0.872385
7.16078,17.4177,1,0.872385
7.16066,17.4174,1,0.872385
7.16053,17.4171,1,0.872385
7.16041,17.4168,1,0.872385
7.16028,17.4165,1,0.872385
7.16016,17.4162,1,0.872385
7.16003,17.4159,1,0.872385
7.15991,17.4156,1,0.872385
7.15978,17.4153,1,0.872385
7.15965,17.415,1,0.872385
7.15953,17.4148,1,0.872385
7.1594,17.4145,1,0.872385
7.15928,17.4142,1,0.872385
7.15915,17.4139,1,0.872385
7.15903,17.4136,1,0.872385
7.1589,17.4133,1,0.872385
7.15877,17.413,1,0.872385
7.15865,17.4127,1,0.872385
7.15852,17.4124,1,0.872385
7.1584,17.4121,1,0.872385
7.15827,17.4118,1,0.872385
7.15815,17.4115,1,0.872385
7.15802,17.4112,1,0.872385
7.15789,17.4109,1,0.872385
7.15777,17.4106,1,0.872385
7.15764,17.4103,1,0.872385
7.15752,17.41,1,0.872385
7.15739,17.4097,1,0.872385
7.15727,17.4094,1,0.872385
7.15714,17.4091,1,0.872385
7.15702,17.4088,1,0.872385
7.15689,17.4085,1,0.872385
7.15676,17.4082,1,0.872385
7.15664,17.408,1,0.872385
7.15651,17.4077,1,0.872385
7.15639,17.4074,1,0.872385
7.15626,17.4071,1,0.872385
7.15614,17.4068,1,0.872385
7.15601,17.4065,1,0.872385
7.15589,17.4062,1,0.872385
7.15576,17.4059,1,0.872385
7.15563,17.4056,1,0.872385
7.15551,17.4053,1,0.872385
7.15538,17.405,1,0.872385
7.15526,17.4047,1,0.872385
7.15513,17.4044,1,0.872385
7.15501,17.4041,1,0.872385
7.15488,17.4038,1,0.872385
7.15476,17.4035,1,0.872385
7.15463,17.4032,1,0.872385
7.1545,17.4029,1,0.872385
7.15438,17.4026,1,0.872385
7.15425,17.4023,1,0.872385
7.15413,17.402,1,0.872385
7.154,17.4017,1,0.872385
7.15388,17.4014,1,0.872385
7.15375,17.4012,1,0.872385
7.15363,17.4009,1,0.872385
7.1535,17.4006,1,0.872385
7.15337,17.4003,1,0.872385
7.15325,17.4,1,0.872385
7.15312,17.3997,1,0.872385
7.153,17.3994,1,0.872385
7.15287,17.3991,1,0.872385
7.15275,17.3988,1,0.872385
7.15262,17.3985,1,0.872385
7.1525,17.3982,1,0.872385
7.15237,17.3979,1,0.872385
7.15224,17.3976,1,0.872385
7.15212,17.3973,1,0.872385
7.15199,17.397,1,0.872385
7.15187,17.3967,1,0.872385
7.15174,17.3964,1,0.872385
7.15162,17.3961,1,0.872385
7.15149,17.3958,1,0.872385
7.15137,17.3955,1,0.872385
7.15124,17.3952,1,0.872385
7.15112,17.3949,1,0.872385
7.15099,17.3947,1,0.872385
7.15086,17.3944,1,0.872385
7.15074,17.3941,1,0.872385
7.15061,17.3938,1,0.872385
7.15049,17.3935,1,0.872385
7.15036,17.3932,1,0.872385
7.15024,17.3929,1,0.872385
7.15011,17.3926,1,0.872385
7.14999,17.3923,1,0.872385
7.14986,17.392,1,0.872385
7.14974,17.3917,1,0.872385
7.14961,17.3914,1,0.872385
7.14948,17.3911,1,0.872385
7.14936,17.3908,1,0.872385
7.14923,17.3905,1,0.872385
7.14911,17.3902,1,0.872385
7.14898,17.3899,1,0.872385
7.14886,17.3896,1,0.872385
7.14873,17.3893,1,0.872385
7.14861,17.389,1,0.872385
7.14848,17.3887,1,0.872385
7.14836,17.3885,1,0.872385
7.14823,17.3882,1,0.872385
7.1481,17.3879,1,0.872385
7.14798,17.3876,1,0.872385
7.14785,17.3873,1,0.872385
7.14773,17.387,1,0.872385
7.1476,17.3867,1,0.872385
7.14748,17.3864,1,0.872385
7.14735,17.3861,1,0.872385
7.14723,17.3858,1,0.872385
7.1471,17.3855,1,0.872385
